,year_film,year_ceremony,ceremony,category,name,film,winner
8046,2000,2001,73,DIRECTING,Steven Soderbergh,Traffic,True
8070,2000,2001,73,MUSIC,Rachel Portman,Chocolat,False
8071,2000,2001,73,MUSIC,Tan Dun,"Crouching Tiger, Hidden Dragon",True
8072,2000,2001,73,MUSIC,Hans Zimmer,Gladiator,False
8073,2000,2001,73,MUSIC,Ennio Morricone,Malèna,False
8074,2000,2001,73,MUSIC,John Williams,The Patriot,False
8075,2000,2001,73,MUSIC,Music and Lyric by Randy Newman,Meet the Parents,False
8076,2000,2001,73,MUSIC,Music by Björk; Lyric by Lars von Trier and Sjon Sigurdsson,Dancer in the Dark,False
8077,2000,2001,73,MUSIC,Music by Jorge Calandrelli and Tan Dun; Lyric by James Schamus,"Crouching Tiger, Hidden Dragon",False
8078,2000,2001,73,MUSIC,Music by Sting and David Hartley; Lyric by Sting,The Emperor's New Groove,False
8079,2000,2001,73,MUSIC,Music and Lyric by Bob Dylan,Wonder Boys,True
8080,2000,2001,73,BEST PICTURE,"David Brown, Kit Golden and Leslie Holleran, Producers",Chocolat,False
8081,2000,2001,73,BEST PICTURE,"Bill Kong, Hsu Li Kong and Ang Lee, Producers","Crouching Tiger, Hidden Dragon",False
8082,2000,2001,73,BEST PICTURE,"Danny DeVito, Michael Shamberg and Stacey Sher, Producers",Erin Brockovich,False
8083,2000,2001,73,BEST PICTURE,"Douglas Wick, David Franzoni and Branko Lustig, Producers",Gladiator,True
8084,2000,2001,73,BEST PICTURE,"Edward Zwick, Marshall Herskovitz and Laura Bickford, Producers",Traffic,False
8116,2001,2002,74,ACTOR,Russell Crowe,A Beautiful Mind,False
8117,2001,2002,74,ACTOR,Sean Penn,I Am Sam,False
8118,2001,2002,74,ACTOR,Will Smith,Ali,False
8119,2001,2002,74,ACTOR,Denzel Washington,Training Day,True
8120,2001,2002,74,ACTOR,Tom Wilkinson,In the Bedroom,False
8121,2001,2002,74,SUPPORTING ACTOR,Jim Broadbent,Iris,True
8122,2001,2002,74,SUPPORTING ACTOR,Ethan Hawke,Training Day,False
8123,2001,2002,74,SUPPORTING ACTOR,Ben Kingsley,Sexy Beast,False
8124,2001,2002,74,SUPPORTING ACTOR,Ian McKellen,The Lord of the Rings: The Fellowship of the Ring,False
8125,2001,2002,74,SUPPORTING ACTOR,Jon Voight,Ali,False
8126,2001,2002,74,ACTRESS,Halle Berry,Monster's Ball,True
8127,2001,2002,74,ACTRESS,Judi Dench,Iris,False
8128,2001,2002,74,ACTRESS,Nicole Kidman,Moulin Rouge,False
8129,2001,2002,74,ACTRESS,Sissy Spacek,In the Bedroom,False
8130,2001,2002,74,ACTRESS,Renée Zellweger,Bridget Jones's Diary,False
8131,2001,2002,74,SUPPORTING ACTRESS,Jennifer Connelly,A Beautiful Mind,True
8132,2001,2002,74,SUPPORTING ACTRESS,Helen Mirren,Gosford Park,False
8133,2001,2002,74,SUPPORTING ACTRESS,Maggie Smith,Gosford Park,False
8134,2001,2002,74,SUPPORTING ACTRESS,Marisa Tomei,In the Bedroom,False
8135,2001,2002,74,SUPPORTING ACTRESS,Kate Winslet,Iris,False
8136,2001,2002,74,ANIMATED FEATURE FILM,"Steve Oedekerk, John A. Davis",Jimmy Neutron: Boy Genius,False
8137,2001,2002,74,ANIMATED FEATURE FILM,"Pete Docter, John Lasseter","Monsters, Inc.",False
8138,2001,2002,74,ANIMATED FEATURE FILM,Aron Warner,Shrek,True
8154,2001,2002,74,DIRECTING,Ron Howard,A Beautiful Mind,True
8155,2001,2002,74,DIRECTING,Ridley Scott,Black Hawk Down,False
8156,2001,2002,74,DIRECTING,Robert Altman,Gosford Park,False
8157,2001,2002,74,DIRECTING,Peter Jackson,The Lord of the Rings: The Fellowship of the Ring,False
8158,2001,2002,74,DIRECTING,David Lynch,Mulholland Drive,False
8180,2001,2002,74,MUSIC,John Williams,A.I. Artificial Intelligence,False
8181,2001,2002,74,MUSIC,James Horner,A Beautiful Mind,False
8182,2001,2002,74,MUSIC,John Williams,Harry Potter and the Sorcerer's Stone,False
8183,2001,2002,74,MUSIC,Howard Shore,The Lord of the Rings: The Fellowship of the Ring,True
8184,2001,2002,74,MUSIC,Randy Newman,"Monsters, Inc.",False
8185,2001,2002,74,MUSIC,Music and Lyric by Randy Newman,"Monsters, Inc.",True
8186,2001,2002,74,MUSIC,"Music and Lyric by Enya, Nicky Ryan and Roma Ryan",The Lord of the Rings: The Fellowship of the Ring,False
8187,2001,2002,74,MUSIC,Music and Lyric by Diane Warren,Pearl Harbor,False
8188,2001,2002,74,MUSIC,Music and Lyric by Sting,Kate & Leopold,False
8189,2001,2002,74,MUSIC,Music and Lyric by Paul McCartney,Vanilla Sky,False
8190,2001,2002,74,BEST PICTURE,"Brian Grazer and Ron Howard, Producers",A Beautiful Mind,True
8191,2001,2002,74,BEST PICTURE,"Robert Altman, Bob Balaban and David Levy, Producers",Gosford Park,False
8192,2001,2002,74,BEST PICTURE,"Graham Leader, Ross Katz and Todd Field, Producers",In the Bedroom,False
8193,2001,2002,74,BEST PICTURE,"Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers",The Lord of the Rings: The Fellowship of the Ring,False
8194,2001,2002,74,BEST PICTURE,"Martin Brown, Baz Luhrmann and Fred Baron, Producers",Moulin Rouge,False
8228,2002,2003,75,ACTOR,Adrien Brody,The Pianist,True
8229,2002,2003,75,ACTOR,Nicolas Cage,Adaptation,False
8230,2002,2003,75,ACTOR,Michael Caine,The Quiet American,False
8231,2002,2003,75,ACTOR,Daniel Day-Lewis,Gangs of New York,False
8232,2002,2003,75,ACTOR,Jack Nicholson,About Schmidt,False
8233,2002,2003,75,SUPPORTING ACTOR,Chris Cooper,Adaptation,True
8234,2002,2003,75,SUPPORTING ACTOR,Ed Harris,The Hours,False
8235,2002,2003,75,SUPPORTING ACTOR,Paul Newman,Road to Perdition,False
8236,2002,2003,75,SUPPORTING ACTOR,John C. Reilly,Chicago,False
8237,2002,2003,75,SUPPORTING ACTOR,Christopher Walken,Catch Me If You Can,False
8238,2002,2003,75,ACTRESS,Salma Hayek,Frida,False
8239,2002,2003,75,ACTRESS,Nicole Kidman,The Hours,True
8240,2002,2003,75,ACTRESS,Diane Lane,Unfaithful,False
8241,2002,2003,75,ACTRESS,Julianne Moore,Far from Heaven,False
8242,2002,2003,75,ACTRESS,Renée Zellweger,Chicago,False
8243,2002,2003,75,SUPPORTING ACTRESS,Kathy Bates,About Schmidt,False
8244,2002,2003,75,SUPPORTING ACTRESS,Julianne Moore,The Hours,False
8245,2002,2003,75,SUPPORTING ACTRESS,Queen Latifah,Chicago,False
8246,2002,2003,75,SUPPORTING ACTRESS,Meryl Streep,Adaptation,False
8247,2002,2003,75,SUPPORTING ACTRESS,Catherine Zeta-Jones,Chicago,True
8248,2002,2003,75,ANIMATED FEATURE FILM,Chris Wedge,Ice Age,False
8249,2002,2003,75,ANIMATED FEATURE FILM,Chris Sanders,Lilo & Stitch,False
8250,2002,2003,75,ANIMATED FEATURE FILM,Jeffrey Katzenberg,Spirit: Stallion of the Cimarron,False
8251,2002,2003,75,ANIMATED FEATURE FILM,Hayao Miyazaki,Spirited Away,True
8252,2002,2003,75,ANIMATED FEATURE FILM,Ron Clements,Treasure Planet,False
8268,2002,2003,75,DIRECTING,Rob Marshall,Chicago,False
8269,2002,2003,75,DIRECTING,Martin Scorsese,Gangs of New York,False
8270,2002,2003,75,DIRECTING,Stephen Daldry,The Hours,False
8271,2002,2003,75,DIRECTING,Roman Polanski,The Pianist,True
8272,2002,2003,75,DIRECTING,Pedro Almodóvar,Talk to Her,False
8294,2002,2003,75,MUSIC,John Williams,Catch Me If You Can,False
8295,2002,2003,75,MUSIC,Elmer Bernstein,Far from Heaven,False
8296,2002,2003,75,MUSIC,Elliot Goldenthal,Frida,True
8297,2002,2003,75,MUSIC,Philip Glass,The Hours,False
8298,2002,2003,75,MUSIC,Thomas Newman,Road to Perdition,False
8299,2002,2003,75,MUSIC,Music by Elliot Goldenthal; Lyric by Julie Taymor,Frida,False
8300,2002,2003,75,MUSIC,Music and Lyric by Paul Simon,The Wild Thornberrys Movie,False
8301,2002,2003,75,MUSIC,"Music and Lyric by Bono, The Edge, Adam Clayton and Larry Mullen",Gangs of New York,False
8302,2002,2003,75,MUSIC,Music by John Kander; Lyric by Fred Ebb,Chicago,False
8303,2002,2003,75,MUSIC,"Music by Eminem, Jeff Bass and Luis Resto; Lyric by Eminem",8 Mile,True
8304,2002,2003,75,BEST PICTURE,"Martin Richards, Producer",Chicago,True
8305,2002,2003,75,BEST PICTURE,"Alberto Grimaldi and Harvey Weinstein, Producers",Gangs of New York,False
8306,2002,2003,75,BEST PICTURE,"Scott Rudin and Robert Fox, Producers",The Hours,False
8307,2002,2003,75,BEST PICTURE,"Barrie M. Osborne, Fran Walsh and Peter Jackson, Producers",The Lord of the Rings: The Two Towers,False
8308,2002,2003,75,BEST PICTURE,"Roman Polanski, Robert Benmussa and Alain Sarde, Producers",The Pianist,False
8341,2003,2004,76,ACTOR,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,False
8342,2003,2004,76,ACTOR,Ben Kingsley,House of Sand and Fog,False
8343,2003,2004,76,ACTOR,Jude Law,Cold Mountain,False
8344,2003,2004,76,ACTOR,Bill Murray,Lost in Translation,False
8345,2003,2004,76,ACTOR,Sean Penn,Mystic River,True
8346,2003,2004,76,SUPPORTING ACTOR,Alec Baldwin,The Cooler,False
8347,2003,2004,76,SUPPORTING ACTOR,Benicio Del Toro,21 Grams,False
8348,2003,2004,76,SUPPORTING ACTOR,Djimon Hounsou,In America,False
8349,2003,2004,76,SUPPORTING ACTOR,Tim Robbins,Mystic River,True
8350,2003,2004,76,SUPPORTING ACTOR,Ken Watanabe,The Last Samurai,False
8351,2003,2004,76,ACTRESS,Keisha Castle-Hughes,Whale Rider,False
8352,2003,2004,76,ACTRESS,Diane Keaton,Something's Gotta Give,False
8353,2003,2004,76,ACTRESS,Samantha Morton,In America,False
8354,2003,2004,76,ACTRESS,Charlize Theron,Monster,True
8355,2003,2004,76,ACTRESS,Naomi Watts,21 Grams,False
8356,2003,2004,76,SUPPORTING ACTRESS,Shohreh Aghdashloo,House of Sand and Fog,False
8357,2003,2004,76,SUPPORTING ACTRESS,Patricia Clarkson,Pieces of April,False
8358,2003,2004,76,SUPPORTING ACTRESS,Marcia Gay Harden,Mystic River,False
8359,2003,2004,76,SUPPORTING ACTRESS,Holly Hunter,Thirteen,False
8360,2003,2004,76,SUPPORTING ACTRESS,Renée Zellweger,Cold Mountain,True
8361,2003,2004,76,ANIMATED FEATURE FILM,Aaron Blaise and Robert Walker,Brother Bear,False
8362,2003,2004,76,ANIMATED FEATURE FILM,Andrew Stanton,Finding Nemo,True
8363,2003,2004,76,ANIMATED FEATURE FILM,Sylvain Chomet,The Triplets of Belleville,False
8379,2003,2004,76,DIRECTING,Fernando Meirelles,City of God,False
8380,2003,2004,76,DIRECTING,Peter Jackson,The Lord of the Rings: The Return of the King,True
8381,2003,2004,76,DIRECTING,Sofia Coppola,Lost in Translation,False
8382,2003,2004,76,DIRECTING,Peter Weir,Master and Commander: The Far Side of the World,False
8383,2003,2004,76,DIRECTING,Clint Eastwood,Mystic River,False
8405,2003,2004,76,MUSIC,Danny Elfman,Big Fish,False
8406,2003,2004,76,MUSIC,Gabriel Yared,Cold Mountain,False
8407,2003,2004,76,MUSIC,Thomas Newman,Finding Nemo,False
8408,2003,2004,76,MUSIC,James Horner,House of Sand and Fog,False
8409,2003,2004,76,MUSIC,Howard Shore,The Lord of the Rings: The Return of the King,True
8410,2003,2004,76,MUSIC,Music by Benoît Charest; Lyric by Sylvain Chomet,The Triplets of Belleville,False
8411,2003,2004,76,MUSIC,Music and Lyric by Fran Walsh and Howard Shore and Annie Lennox,The Lord of the Rings: The Return of the King,True
8412,2003,2004,76,MUSIC,Music and Lyric by Michael McKean and Annette O'Toole,A Mighty Wind,False
8413,2003,2004,76,MUSIC,Music and Lyric by T Bone Burnett and Elvis Costello,Cold Mountain,False
8414,2003,2004,76,MUSIC,Music and Lyric by Sting,Cold Mountain,False
8415,2003,2004,76,BEST PICTURE,"Barrie M. Osborne, Peter Jackson and Fran Walsh, Producers",The Lord of the Rings: The Return of the King,True
8416,2003,2004,76,BEST PICTURE,"Ross Katz and Sofia Coppola, Producers",Lost in Translation,False
8417,2003,2004,76,BEST PICTURE,"Samuel Goldwyn, Jr., Peter Weir and Duncan Henderson, Producers",Master and Commander: The Far Side of the World,False
8418,2003,2004,76,BEST PICTURE,"Robert Lorenz, Judie G. Hoyt and Clint Eastwood, Producers",Mystic River,False
8419,2003,2004,76,BEST PICTURE,"Kathleen Kennedy, Frank Marshall and Gary Ross, Producers",Seabiscuit,False
8452,2004,2005,77,ACTOR,Don Cheadle,Hotel Rwanda,False
8453,2004,2005,77,ACTOR,Johnny Depp,Finding Neverland,False
8454,2004,2005,77,ACTOR,Leonardo DiCaprio,The Aviator,False
8455,2004,2005,77,ACTOR,Clint Eastwood,Million Dollar Baby,False
8456,2004,2005,77,ACTOR,Jamie Foxx,Ray,True
8457,2004,2005,77,SUPPORTING ACTOR,Alan Alda,The Aviator,False
8458,2004,2005,77,SUPPORTING ACTOR,Thomas Haden Church,Sideways,False
8459,2004,2005,77,SUPPORTING ACTOR,Jamie Foxx,Collateral,False
8460,2004,2005,77,SUPPORTING ACTOR,Morgan Freeman,Million Dollar Baby,True
8461,2004,2005,77,SUPPORTING ACTOR,Clive Owen,Closer,False
8462,2004,2005,77,ACTRESS,Annette Bening,Being Julia,False
8463,2004,2005,77,ACTRESS,Catalina Sandino Moreno,Maria Full of Grace,False
8464,2004,2005,77,ACTRESS,Imelda Staunton,Vera Drake,False
8465,2004,2005,77,ACTRESS,Hilary Swank,Million Dollar Baby,True
8466,2004,2005,77,ACTRESS,Kate Winslet,Eternal Sunshine of the Spotless Mind,False
8467,2004,2005,77,SUPPORTING ACTRESS,Cate Blanchett,The Aviator,True
8468,2004,2005,77,SUPPORTING ACTRESS,Laura Linney,Kinsey,False
8469,2004,2005,77,SUPPORTING ACTRESS,Virginia Madsen,Sideways,False
8470,2004,2005,77,SUPPORTING ACTRESS,Sophie Okonedo,Hotel Rwanda,False
8471,2004,2005,77,SUPPORTING ACTRESS,Natalie Portman,Closer,False
8472,2004,2005,77,ANIMATED FEATURE FILM,Brad Bird,The Incredibles,True
8473,2004,2005,77,ANIMATED FEATURE FILM,Bill Damaschke,Shark Tale,False
8474,2004,2005,77,ANIMATED FEATURE FILM,Andrew Adamson,Shrek 2,False
8490,2004,2005,77,DIRECTING,Martin Scorsese,The Aviator,False
8491,2004,2005,77,DIRECTING,Clint Eastwood,Million Dollar Baby,True
8492,2004,2005,77,DIRECTING,Taylor Hackford,Ray,False
8493,2004,2005,77,DIRECTING,Alexander Payne,Sideways,False
8494,2004,2005,77,DIRECTING,Mike Leigh,Vera Drake,False
8518,2004,2005,77,MUSIC,Jan A.P. Kaczmarek,Finding Neverland,True
8519,2004,2005,77,MUSIC,John Williams,Harry Potter and the Prisoner of Azkaban,False
8520,2004,2005,77,MUSIC,Thomas Newman,Lemony Snicket's A Series of Unfortunate Events,False
8521,2004,2005,77,MUSIC,John Debney,The Passion of the Christ,False
8522,2004,2005,77,MUSIC,James Newton Howard,The Village,False
8523,2004,2005,77,MUSIC,"Music by Adam Duritz, Charles Gillingham, Jim Bogios, David Immergluck, Matthew Malley and David Bryson; Lyric by Adam Duritz and Daniel Vickrey",Shrek 2,False
8524,2004,2005,77,MUSIC,Music and Lyric by Jorge Drexler,The Motorcycle Diaries,True
8525,2004,2005,77,MUSIC,Music and Lyric by Glen Ballard and Alan Silvestri,The Polar Express,False
8526,2004,2005,77,MUSIC,Music by Andrew Lloyd Webber; Lyric by Charles Hart,The Phantom of the Opera,False
8527,2004,2005,77,MUSIC,Music by Bruno Coulais; Lyric by Christophe Barratier,The Chorus (Les Choristes),False
8528,2004,2005,77,BEST PICTURE,"Michael Mann and Graham King, Producers",The Aviator,False
8529,2004,2005,77,BEST PICTURE,"Richard N. Gladstein and Nellie Bellflower, Producers",Finding Neverland,False
8530,2004,2005,77,BEST PICTURE,"Clint Eastwood, Albert S. Ruddy and Tom Rosenberg, Producers",Million Dollar Baby,True
8531,2004,2005,77,BEST PICTURE,"Taylor Hackford, Stuart Benjamin and Howard Baldwin, Producers",Ray,False
8532,2004,2005,77,BEST PICTURE,"Michael London, Producer",Sideways,False
8566,2005,2006,78,ACTOR,Philip Seymour Hoffman,Capote,True
8567,2005,2006,78,ACTOR,Terrence Howard,Hustle & Flow,False
8568,2005,2006,78,ACTOR,Heath Ledger,Brokeback Mountain,False
8569,2005,2006,78,ACTOR,Joaquin Phoenix,Walk the Line,False
8570,2005,2006,78,ACTOR,David Strathairn,"Good Night, and Good Luck.",False
8571,2005,2006,78,SUPPORTING ACTOR,George Clooney,Syriana,True
8572,2005,2006,78,SUPPORTING ACTOR,Matt Dillon,Crash,False
8573,2005,2006,78,SUPPORTING ACTOR,Paul Giamatti,Cinderella Man,False
8574,2005,2006,78,SUPPORTING ACTOR,Jake Gyllenhaal,Brokeback Mountain,False
8575,2005,2006,78,SUPPORTING ACTOR,William Hurt,A History of Violence,False
8576,2005,2006,78,ACTRESS,Judi Dench,Mrs. Henderson Presents,False
8577,2005,2006,78,ACTRESS,Felicity Huffman,Transamerica,False
8578,2005,2006,78,ACTRESS,Keira Knightley,Pride & Prejudice,False
8579,2005,2006,78,ACTRESS,Charlize Theron,North Country,False
8580,2005,2006,78,ACTRESS,Reese Witherspoon,Walk the Line,True
8581,2005,2006,78,SUPPORTING ACTRESS,Amy Adams,Junebug,False
8582,2005,2006,78,SUPPORTING ACTRESS,Catherine Keener,Capote,False
8583,2005,2006,78,SUPPORTING ACTRESS,Frances McDormand,North Country,False
8584,2005,2006,78,SUPPORTING ACTRESS,Rachel Weisz,The Constant Gardener,True
8585,2005,2006,78,SUPPORTING ACTRESS,Michelle Williams,Brokeback Mountain,False
8586,2005,2006,78,ANIMATED FEATURE FILM,Hayao Miyazaki,Howl's Moving Castle,False
8587,2005,2006,78,ANIMATED FEATURE FILM,Mike Johnson and Tim Burton,Tim Burton's Corpse Bride,False
8588,2005,2006,78,ANIMATED FEATURE FILM,Nick Park and Steve Box,Wallace & Gromit in The Curse of the Were-Rabbit,True
8604,2005,2006,78,DIRECTING,Ang Lee,Brokeback Mountain,True
8605,2005,2006,78,DIRECTING,Bennett Miller,Capote,False
8606,2005,2006,78,DIRECTING,Paul Haggis,Crash,False
8607,2005,2006,78,DIRECTING,George Clooney,"Good Night, and Good Luck.",False
8608,2005,2006,78,DIRECTING,Steven Spielberg,Munich,False
8631,2005,2006,78,MUSIC,Gustavo Santaolalla,Brokeback Mountain,True
8632,2005,2006,78,MUSIC,Alberto Iglesias,The Constant Gardener,False
8633,2005,2006,78,MUSIC,John Williams,Memoirs of a Geisha,False
8634,2005,2006,78,MUSIC,John Williams,Munich,False
8635,2005,2006,78,MUSIC,Dario Marianelli,Pride & Prejudice,False
8636,2005,2006,78,MUSIC,"Music by Kathleen ""Bird"" York and Michael Becker; Lyric by Kathleen ""Bird"" York",Crash,False
8637,2005,2006,78,MUSIC,"Music and Lyric by Jordan Houston, Cedric Coleman and Paul Beauregard",Hustle & Flow,True
8638,2005,2006,78,MUSIC,Music and Lyric by Dolly Parton,Transamerica,False
8639,2005,2006,78,BEST PICTURE,"Diana Ossana and James Schamus, Producers",Brokeback Mountain,False
8640,2005,2006,78,BEST PICTURE,"Caroline Baron, William Vince and Michael Ohoven, Producers",Capote,False
8641,2005,2006,78,BEST PICTURE,"Paul Haggis and Cathy Schulman, Producers",Crash,True
8642,2005,2006,78,BEST PICTURE,"Grant Heslov, Producer","Good Night, and Good Luck.",False
8643,2005,2006,78,BEST PICTURE,"Kathleen Kennedy, Steven Spielberg and Barry Mendel, Producers",Munich,False
8676,2006,2007,79,ACTOR,Leonardo DiCaprio,Blood Diamond,False
8677,2006,2007,79,ACTOR,Ryan Gosling,Half Nelson,False
8678,2006,2007,79,ACTOR,Peter O'Toole,Venus,False
8679,2006,2007,79,ACTOR,Will Smith,The Pursuit of Happyness,False
8680,2006,2007,79,ACTOR,Forest Whitaker,The Last King of Scotland,True
8681,2006,2007,79,SUPPORTING ACTOR,Alan Arkin,Little Miss Sunshine,True
8682,2006,2007,79,SUPPORTING ACTOR,Jackie Earle Haley,Little Children,False
8683,2006,2007,79,SUPPORTING ACTOR,Djimon Hounsou,Blood Diamond,False
8684,2006,2007,79,SUPPORTING ACTOR,Eddie Murphy,Dreamgirls,False
8685,2006,2007,79,SUPPORTING ACTOR,Mark Wahlberg,The Departed,False
8686,2006,2007,79,ACTRESS,Penélope Cruz,Volver,False
8687,2006,2007,79,ACTRESS,Judi Dench,Notes on a Scandal,False
8688,2006,2007,79,ACTRESS,Helen Mirren,The Queen,True
8689,2006,2007,79,ACTRESS,Meryl Streep,The Devil Wears Prada,False
8690,2006,2007,79,ACTRESS,Kate Winslet,Little Children,False
8691,2006,2007,79,SUPPORTING ACTRESS,Adriana Barraza,Babel,False
8692,2006,2007,79,SUPPORTING ACTRESS,Cate Blanchett,Notes on a Scandal,False
8693,2006,2007,79,SUPPORTING ACTRESS,Abigail Breslin,Little Miss Sunshine,False
8694,2006,2007,79,SUPPORTING ACTRESS,Jennifer Hudson,Dreamgirls,True
8695,2006,2007,79,SUPPORTING ACTRESS,Rinko Kikuchi,Babel,False
8696,2006,2007,79,ANIMATED FEATURE FILM,John Lasseter,Cars,False
8697,2006,2007,79,ANIMATED FEATURE FILM,George Miller,Happy Feet,True
8698,2006,2007,79,ANIMATED FEATURE FILM,Gil Kenan,Monster House,False
8714,2006,2007,79,DIRECTING,Alejandro González Iñárritu,Babel,False
8715,2006,2007,79,DIRECTING,Martin Scorsese,The Departed,True
8716,2006,2007,79,DIRECTING,Clint Eastwood,Letters from Iwo Jima,False
8717,2006,2007,79,DIRECTING,Stephen Frears,The Queen,False
8718,2006,2007,79,DIRECTING,Paul Greengrass,United 93,False
8741,2006,2007,79,MUSIC,Gustavo Santaolalla,Babel,True
8742,2006,2007,79,MUSIC,Thomas Newman,The Good German,False
8743,2006,2007,79,MUSIC,Philip Glass,Notes on a Scandal,False
8744,2006,2007,79,MUSIC,Javier Navarrete,Pan's Labyrinth,False
8745,2006,2007,79,MUSIC,Alexandre Desplat,The Queen,False
8746,2006,2007,79,MUSIC,Music and Lyric by Melissa Etheridge,An Inconvenient Truth,True
8747,2006,2007,79,MUSIC,Music by Henry Krieger and Scott Cutler; Lyric by Anne Preven,Dreamgirls,False
8748,2006,2007,79,MUSIC,Music by Henry Krieger; Lyric by Siedah Garrett,Dreamgirls,False
8749,2006,2007,79,MUSIC,Music and Lyric by Randy Newman,Cars,False
8750,2006,2007,79,MUSIC,Music by Henry Krieger; Lyric by Willie Reale,Dreamgirls,False
8751,2006,2007,79,BEST PICTURE,"Alejandro González Iñárritu, Jon Kilik and Steve Golin, Producers",Babel,False
8752,2006,2007,79,BEST PICTURE,"Graham King, Producer",The Departed,True
8753,2006,2007,79,BEST PICTURE,"Clint Eastwood, Steven Spielberg and Robert Lorenz, Producers",Letters from Iwo Jima,False
8754,2006,2007,79,BEST PICTURE,"David T. Friendly, Peter Saraf and Marc Turtletaub, Producers",Little Miss Sunshine,False
8755,2006,2007,79,BEST PICTURE,"Andy Harries, Christine Langan and Tracey Seaward, Producers",The Queen,False
8791,2007,2008,80,ACTOR,George Clooney,Michael Clayton,False
8792,2007,2008,80,ACTOR,Daniel Day-Lewis,There Will Be Blood,True
8793,2007,2008,80,ACTOR,Johnny Depp,Sweeney Todd The Demon Barber of Fleet Street,False
8794,2007,2008,80,ACTOR,Tommy Lee Jones,In the Valley of Elah,False
8795,2007,2008,80,ACTOR,Viggo Mortensen,Eastern Promises,False
8796,2007,2008,80,SUPPORTING ACTOR,Casey Affleck,The Assassination of Jesse James by the Coward Robert Ford,False
8797,2007,2008,80,SUPPORTING ACTOR,Javier Bardem,No Country for Old Men,True
8798,2007,2008,80,SUPPORTING ACTOR,Philip Seymour Hoffman,Charlie Wilson's War,False
8799,2007,2008,80,SUPPORTING ACTOR,Hal Holbrook,Into the Wild,False
8800,2007,2008,80,SUPPORTING ACTOR,Tom Wilkinson,Michael Clayton,False
8801,2007,2008,80,ACTRESS,Cate Blanchett,Elizabeth: The Golden Age,False
8802,2007,2008,80,ACTRESS,Julie Christie,Away from Her,False
8803,2007,2008,80,ACTRESS,Marion Cotillard,La Vie en Rose,True
8804,2007,2008,80,ACTRESS,Laura Linney,The Savages,False
8805,2007,2008,80,ACTRESS,Ellen Page,Juno,False
8806,2007,2008,80,SUPPORTING ACTRESS,Cate Blanchett,I'm Not There,False
8807,2007,2008,80,SUPPORTING ACTRESS,Ruby Dee,American Gangster,False
8808,2007,2008,80,SUPPORTING ACTRESS,Saoirse Ronan,Atonement,False
8809,2007,2008,80,SUPPORTING ACTRESS,Amy Ryan,Gone Baby Gone,False
8810,2007,2008,80,SUPPORTING ACTRESS,Tilda Swinton,Michael Clayton,True
8811,2007,2008,80,ANIMATED FEATURE FILM,Marjane Satrapi and Vincent Paronnaud,Persepolis,False
8812,2007,2008,80,ANIMATED FEATURE FILM,Brad Bird,Ratatouille,True
8813,2007,2008,80,ANIMATED FEATURE FILM,Ash Brannon and Chris Buck,Surf's Up,False
8829,2007,2008,80,DIRECTING,Julian Schnabel,The Diving Bell and the Butterfly,False
8830,2007,2008,80,DIRECTING,Jason Reitman,Juno,False
8831,2007,2008,80,DIRECTING,Tony Gilroy,Michael Clayton,False
8832,2007,2008,80,DIRECTING,Joel Coen and Ethan Coen,No Country for Old Men,True
8833,2007,2008,80,DIRECTING,Paul Thomas Anderson,There Will Be Blood,False
8856,2007,2008,80,MUSIC,Dario Marianelli,Atonement,True
8857,2007,2008,80,MUSIC,Alberto Iglesias,The Kite Runner,False
8858,2007,2008,80,MUSIC,James Newton Howard,Michael Clayton,False
8859,2007,2008,80,MUSIC,Michael Giacchino,Ratatouille,False
8860,2007,2008,80,MUSIC,Marco Beltrami,3:10 to Yuma,False
8861,2007,2008,80,MUSIC,Music and Lyric by Glen Hansard and Marketa Irglova,Once,True
8862,2007,2008,80,MUSIC,Music by Alan Menken; Lyric by Stephen Schwartz,Enchanted,False
8863,2007,2008,80,MUSIC,"Music and Lyric by Jamal Joseph, Charles Mack and Tevin Thomas",August Rush,False
8864,2007,2008,80,MUSIC,Music by Alan Menken; Lyric by Stephen Schwartz,Enchanted,False
8865,2007,2008,80,MUSIC,Music by Alan Menken; Lyric by Stephen Schwartz,Enchanted,False
8866,2007,2008,80,BEST PICTURE,"Tim Bevan, Eric Fellner and Paul Webster, Producers",Atonement,False
8867,2007,2008,80,BEST PICTURE,"Lianne Halfon, Mason Novick and Russell Smith, Producers",Juno,False
8868,2007,2008,80,BEST PICTURE,"Sydney Pollack, Jennifer Fox and Kerry Orent, Producers",Michael Clayton,False
8869,2007,2008,80,BEST PICTURE,"Scott Rudin, Ethan Coen and Joel Coen, Producers",No Country for Old Men,True
8870,2007,2008,80,BEST PICTURE,"JoAnne Sellar, Paul Thomas Anderson and Daniel Lupi, Producers",There Will Be Blood,False
8905,2008,2009,81,ACTOR,Richard Jenkins,The Visitor,False
8906,2008,2009,81,ACTOR,Frank Langella,Frost/Nixon,False
8907,2008,2009,81,ACTOR,Sean Penn,Milk,True
8908,2008,2009,81,ACTOR,Brad Pitt,The Curious Case of Benjamin Button,False
8909,2008,2009,81,ACTOR,Mickey Rourke,The Wrestler,False
8910,2008,2009,81,SUPPORTING ACTOR,Josh Brolin,Milk,False
8911,2008,2009,81,SUPPORTING ACTOR,Robert Downey Jr.,Tropic Thunder,False
